name,elo_Hard,elo_Clay,elo_Grass,matches_Hard,matches_Clay,matches_Grass,elo_overall
Lior Mor,1488.6847342162357,1516.736306793522,,2,2,0,1502.7105205048788
Daniele Bracciali,1462.386037700417,1537.8720408727145,1554.7973620751502,34,26,17,1502.7070238115246
Andrew Whittington,1503.347876970464,,1500.0,4,0,1,1502.6783015763713
Christian Garay,1502.6765506425588,,,5,0,0,1502.6765506425588
Oleksii Krutykh,1503.1140198604903,1500.0,,6,1,0,1502.6691598804205
Samir Iftikhar,1503.027840812271,1500.0,,5,1,0,1502.5232006768929
Sebastian Dominko,1521.0198151879663,1484.0,,2,2,0,1502.5099075939831
Stefano Travaglia,1512.0015115989452,1492.934919063835,1475.490865920207,48,31,6,1502.4705910970529
Andrew Ilie,1466.4153956896928,1561.3078169682967,1460.5693745277204,105,79,16,1502.4571659673609
Ivo Bratanov,1488.7855850177264,1516.0,,2,2,0,1502.3927925088633
Luke Milligan,1538.7793938697223,1500.0,1489.0291586175626,3,1,8,1502.3809542124725
Rob Steckley,1488.6289141632694,1516.0,,2,2,0,1502.3144570816348
Elmer Moller,1502.7294968128083,1500.0,,5,1,0,1502.27458067734
Derrick Rostagno,1473.979890623473,1470.9847961037638,1592.0936270064703,59,19,23,1502.2532282665543
Bruno Fragoso,,1502.2510439174844,,0,3,0,1502.2510439174846
Philippe Pech,,,1502.1422038844937,0,0,5,1502.1422038844937
Filippo Messori,,1502.469141254238,,0,6,0,1502.116406789347
Gilles Elseneer,1481.1964274417833,1500.721999689565,1510.953681253615,12,3,20,1502.065457959682
Dimitar Kuzmanov,1494.7837023513453,1524.8497760241737,,28,9,0,1502.0418855277692
Alti Vahkal,1500.0,1500.0,,1,1,0,1502.0311457044695
Alessandro Giannessi,1488.0296880453195,1505.9986674084164,,8,28,0,1502.0055608832838
Mathias Bourgue,1495.1281193512812,1505.4094401317443,,2,4,0,1501.9823332049234
Kaichi Uchida,1502.4513547285237,,1500.0,4,0,1,1501.961083782819
Wojtek Kowalski,1512.3229086112674,1490.116161338423,,7,6,0,1501.925523450672
Suk Young Jeong,1501.920264071073,,,9,0,0,1501.920264071073
Lazar Magdincev,1501.4158376968617,1502.0985743118092,,5,12,0,1501.89776942506
Ilou Lonfo,1502.16284120076,1500.0,,7,1,0,1501.8924860506652
Peter Handoyo,1496.2167779057074,,,5,0,0,1501.8691270755055
Ken Flach,1502.4771832996837,,1500.0,3,0,1,1501.8578874747627
Henry Estrella,1500.0,1502.168546365721,,1,5,0,1501.807121971434
Chris Eaton,1488.5800062255798,,1514.9931767849885,2,0,2,1501.7865915052842
Alibek Kachmazov,1501.7217290237922,,,9,0,0,1501.7217290237922
Frederick Sletting Johnsen,1501.6572605084227,,,3,0,0,1501.6572605084227
Rodolphe Cadart,1498.9131383241372,1506.2219607526692,1500.0,4,3,1,1501.5909372838396
Sebastian Arcila,1501.564488614063,,,3,0,0,1501.5644886140628
Simon Rea,1490.258065416975,1482.5016642603075,,2,2,0,1501.5316275485195
Filippo Veglio,1501.4852416275844,,,3,0,0,1501.4852416275844
Filip Peliwo,1506.6028094899318,1496.3249480211196,,4,4,0,1501.4638787555257
Travis Rettenmaier,1488.1219457424368,,1514.6173311230775,2,0,2,1501.3696384327573
Edouard Roger Vasselin,1504.7176120486513,1510.9330916295114,1471.710293027456,10,9,4,1501.350629885914
Scott Davis,1502.321283399305,,1500.7889304862,3,0,3,1501.3329488080733
Luke Smith,1501.3304324504154,,,7,0,0,1501.3304324504154
Lui Pang,1501.3284307616848,,,5,0,0,1501.3284307616848
Jurij Rodionov,1523.95110090756,1484.5999126047222,1497.8764720517954,16,20,8,1501.3233555234035
Samir Saadeldin,1501.3039829497534,,,3,0,0,1501.3039829497532
Nikos Rovas,,1514.3041176207053,,0,7,0,1501.2932854273486
Thomas Buchmayer,,1505.5407754777702,,0,7,0,1501.255726956563
Andrei Merinov,1502.9626555863135,1469.6979943688675,,5,5,0,1501.0148452664594
Augustin Gensse,1500.0,1501.3372986213094,,1,3,0,1501.0029739659822
Joseph Lizardo,1498.806765327117,1519.828952468866,,12,11,0,1500.984996702318
Michael Leong,1500.9701430455405,,,21,0,0,1500.9260456343798
Hans Podlipnik Castillo,1500.0,1501.0715623593792,,1,6,0,1500.9184820223252
Richard Schmidt,1501.1831523995063,,1500.0,3,0,1,1500.8873642996298
Tennys Sandgren,1509.3327618136454,1449.2307193892414,1556.8948990126707,77,30,16,1500.860671752282
Andre Ghem,,1500.839682859604,,0,7,0,1500.839682859604
Jonathan Printzlau,1516.0,,,2,0,0,1500.828784528284
Kittipong Wachiramanowong,1504.222180851494,1484.0,1486.2372989204673,28,2,2,1500.7851665200817
Johan Van Herck,1425.945377176432,1541.2891346760905,1429.5083110279477,40,55,6,1500.7803366018716
Jorge Catala,1500.7783599383415,,,3,0,0,1500.7783599383413
Jae Sung An,1517.4677947470088,1484.467366551255,,2,2,0,1500.7740645193055
Antony Dupuis,1485.8991227715687,1465.3855590623314,1576.4277048545523,101,58,41,1500.7730087920725
Nik Razborsek,1500.9720595270026,,1500.0,3,0,1,1500.729044645252
Tomasz Lichon,1485.796846539503,1516.0,,2,2,0,1500.7187386158012
Gilbert Schaller,1399.5833300872912,1522.027107091906,1484.1915573389065,38,197,2,1500.699235336839
Laurent Prades,1498.7028749619683,1502.6414569589683,,3,3,0,1500.6721659604682
Jean Christophe Faurel,1506.287605840049,1484.0,1500.0,6,2,1,1500.636181671144
Sebastien Vidal,1500.585484580746,,,3,0,0,1500.585484580746
Jan Kroslak,1515.6277955682913,1438.2285734706145,1465.81843077627,80,30,13,1500.574967958699
Agustin Moreno,1500.0,1500.737465794347,,1,3,0,1500.55309934576
Rabi Bouhassoun,1500.5104031520625,,,3,0,0,1500.5104031520625
Dennis Van Scheppingen,1505.4307275452106,1532.260153800136,1452.1921662654847,39,44,22,1500.4779251906762
Maciej Kost,,1485.6067371373588,,0,2,0,1500.4037025555915
Facundo Bagnis,1443.058955564607,1520.3850440511828,1444.9937215998152,29,97,5,1500.389523605629
Aki Rahunen,1484.728970713652,,,2,0,0,1500.364485356826
Mirza Basic,1520.6325377103617,1453.173854731495,1487.107702619269,46,20,6,1500.330725915706
Michael Sell,1505.011497586593,1483.5334237321076,1485.7263311867955,17,3,2,1500.3294723882725
Noah Rubin,1504.868485519068,1487.2037093482186,1482.443772146485,22,5,2,1500.2763024983983
Kyu Tae Im,1514.7836793200163,1471.2847134593608,1485.2337842067725,8,3,2,1500.1993187193657
Mauricio Doria Medina,1497.9002616175603,1502.4689360860812,,3,3,0,1500.1845988518207
Marcus Hilpert,1500.1612247069677,,,3,0,0,1500.1612247069677
Chieh Fu Wang,1500.1191194509136,,,3,0,0,1500.1191194509136
Eddy Gonzalez Gonzalez,1500.0567838756751,,,3,0,0,1500.0567838756751
Chi Wan Kim,1500.0601894168208,1500.0,,3,1,0,1500.0361136500924
Chris Brandi,1500.0338330211207,,,3,0,0,1500.0338330211207
Olli Rahnasto,,,,0,0,0,1500.0324835513563
Alexei Belov,,,,0,0,0,1500.0
Igor Tchelychev,,,,0,0,0,1500.0
Anil Yuksel,1500.0,1500.0,,1,1,0,1500.0
David Salvador Estepa,,1500.0,,0,1,0,1500.0
Susheel Narla,1500.0,,,1,0,0,1500.0
Rafael Goscinny,,1500.0,,0,1,0,1500.0
Miguel Pastura,,1500.0,,0,1,0,1500.0
Heve Kelley,1500.0,,,1,0,0,1500.0
Matavao Fanguna,1500.0,,,1,0,0,1500.0
Revaz Osadze,,1500.0,,0,1,0,1500.0
Filip Polasek,1500.0,1500.0,,1,1,0,1500.0
Kirati Siributwong,1500.0,,,1,0,0,1500.0
Wan Gao,1500.0,,,1,0,0,1500.0
Mahmoud Nader Al Baloushi,1500.0,,,1,0,0,1500.0
Clint Bowles,1500.0,,,1,0,0,1500.0
Matteo Marrai,,1500.0,,0,1,0,1500.0
Benedict Badza,1500.0,,,1,0,0,1500.0
Maximus Jones,,1500.0,,0,1,0,1500.0
Miguel Angel Este,1500.0,1500.0,,1,1,0,1500.0
Oskars Vaskis,1500.0,1500.0,,1,1,0,1500.0
Alexander Ofori,,1500.0,,0,1,0,1500.0
Nortay Dowuona,,1500.0,,0,1,0,1500.0
Syed Mohd Agil Syed Naguib,1500.0,,,1,0,0,1500.0
Hao Sheng Koay,1500.0,,,1,0,0,1500.0
Oliver Anderson,1500.0,,,1,0,0,1500.0
Reed Cordish,1500.0,,,1,0,0,1500.0
David Katcharava,,1500.0,,0,1,0,1500.0
Sergi Duran,,1500.0,1500.0,0,1,1,1500.0
Nick Weal,,,1500.0,0,0,1,1500.0
Sang Hoon Lee,1500.0,,,1,0,0,1500.0
Ee Wei Tan,1500.0,,,1,0,0,1500.0
Dickson Ogu,,1500.0,,0,1,0,1500.0
Thomas Heyerdahl,,1500.0,,0,1,0,1500.0
Rami Osman,1500.0,1500.0,,1,1,0,1500.0
Maxim Shin,1500.0,,,1,0,0,1500.0
Gillian Osmont,1500.0,,,1,0,0,1500.0
Nicolas Xiviller,1500.0,,,1,0,0,1500.0
Takuto Niki,1500.0,,,1,0,0,1500.0
Alexander Merino,,1500.0,,0,1,0,1500.0
Hamid Reza Nadaf,1500.0,1500.0,,1,1,0,1500.0
Adolf Musil,,,,0,0,0,1500.0
Jack Waite,1500.0,1500.0,,1,1,0,1500.0
Sulistyo Wibowo,1500.0,,,1,0,0,1500.0
Remus Farcas,,1500.0,,0,1,0,1500.0
George Cosac,,1500.0,,0,1,0,1500.0
Hei Yin Andrew Li,1500.0,,,1,0,0,1500.0
Nicholas Campbell,1500.0,,,1,0,0,1500.0
Diego Lozano,,1500.0,,0,1,0,1500.0
Julien Chauvin,,1500.0,,0,1,0,1500.0
Ruben Fernandez,,1500.0,,0,1,0,1500.0
Abdul Hamid Makhkamov,1500.0,,,1,0,0,1500.0
Rodolfo Rake,1500.0,,,1,0,0,1500.0
Brett Hansen Dent,1500.0,,,1,0,0,1500.0
Tomislav Prpic,,1500.0,,0,1,0,1500.0
Mike Bauer,,1500.0,,0,1,0,1500.0
Steve Herdoiza,1500.0,,,1,0,0,1500.0
Jason Cask,1500.0,,,1,0,0,1500.0
Colin Ebelthite,1500.0,,,1,0,0,1500.0
Yuichi Ito,1500.0,,,1,0,0,1500.0
Jun Chao Xu,1500.0,,,1,0,0,1500.0
Jason Engelhardt,1500.0,,,1,0,0,1500.0
Andrew Anderson,1500.0,,,1,0,0,1500.0
Juan Carlos Fuentes Vasquez,1500.0,1500.0,,1,1,0,1500.0
Lukas Pokorny,,1500.0,,0,1,0,1500.0
Antoine Escoffier,1500.0,,,1,0,0,1500.0
Chak Lam Coleman Wong,1500.0,,,1,0,0,1500.0
Lucas Andriamasilalao,1500.0,,,1,0,0,1500.0
Spencer Newman,1500.0,,,1,0,0,1500.0
Elia Grossi,,1500.0,,0,1,0,1500.0
Fredrik Bergh,1500.0,,,1,0,0,1500.0
Rene Hanak,,,,0,0,0,1500.0
Regis Lavergne,1500.0,,,1,0,0,1500.0
Ricardo Omana,1500.0,,,1,0,0,1500.0
Marat Deviatiarov,1500.0,,,1,0,0,1500.0
Ryan Shane,1500.0,,,1,0,0,1500.0
Matteo Trevisan,,1500.0,,0,1,0,1500.0
Jean Jacques Rakotohasy,1500.0,1500.0,,1,1,0,1500.0
Rodrigo Banzer,1500.0,1500.0,,1,1,0,1500.0
Ben Patael,1500.0,1500.0,,1,1,0,1500.0
Aljaz Radinski,1500.0,,,1,0,0,1500.0
Marko Tepavac,1500.0,,,1,0,0,1500.0
Justin Lunn,1500.0,,,1,0,0,1500.0
Branislav Galik,,1500.0,,0,1,0,1500.0
Gary Henderson,,,1500.0,0,0,1,1500.0
Andrew Painter,,,1500.0,0,0,1,1500.0
Aleksandar Kitinov,1500.0,,1500.0,1,0,1,1500.0
Dario Acosta,,1500.0,,0,1,0,1500.0
Christopher Kas,1500.0,1500.0,,1,1,0,1500.0
Pavel Chekhov,,,,0,0,0,1500.0
Ross Hutchins,1500.0,,,1,0,0,1500.0
Christian Saravia,,1500.0,,0,1,0,1500.0
Andrei Ciumac,1500.0,,,1,0,0,1500.0
Gvidas Sabeckis,1500.0,1500.0,,1,1,0,1500.0
Brandon Burke,,1500.0,,0,1,0,1500.0
Jad Ballout,1500.0,1500.0,,1,1,0,1500.0
Giovani Samaha,,1500.0,,0,1,0,1500.0
Dmitrii Baskov,1500.0,,,1,0,0,1500.0
Andrei Soltoianu,1500.0,,,1,0,0,1500.0
Diego Hipperdinger,,1500.0,,0,1,0,1500.0
Sanjeev Tikaram,,1500.0,,0,1,0,1500.0
Mykyta Mashtakov,,1500.0,,0,1,0,1500.0
Thomas Messmer,1500.0,,,1,0,0,1500.0
Steven Randjelovic,,1500.0,1500.0,0,1,1,1500.0
Roland Theisen,,,,0,0,0,1500.0
Egor Matvievici,1500.0,,,1,0,0,1500.0
Riccardo Bellotti,,1500.0,,0,1,0,1500.0
Jan Weinzierl,1500.0,1500.0,,1,1,0,1500.0
Toshiaki Sakai,1500.0,,,1,0,0,1500.0
Brent Haygarth,1500.0,,,1,0,0,1500.0
Fabio Silberberg,1500.0,,,1,0,0,1500.0
Gonzalo Bueno,1500.0,1500.0,,1,1,0,1500.0
Nicolai Budkov Kjaer,1516.0,1484.0,,2,2,0,1500.0
David Martin,1500.0,,,1,0,0,1500.0
Purav Raja,1500.0,,,1,0,0,1500.0
Navdeep Singh,1500.0,,,1,0,0,1500.0
Simon Aspelin,1500.0,,,1,0,0,1500.0
Catalin Gard,,1500.0,,0,1,0,1500.0
Candy Idoko,1500.0,,,1,0,0,1500.0
Carlos Drada,1500.0,1500.0,,1,1,0,1500.0
Rodolfo Varela,,,,0,0,0,1500.0
Germain Gigounon,,1500.0,,0,1,0,1500.0
David Vega Hernandez,,1500.0,,0,1,0,1500.0
Shane Barr,1500.0,,,1,0,0,1500.0
George Mcgill,,,,0,0,0,1500.0
Ling Lu,1500.0,,,1,0,0,1500.0
Alex Zakharia,1500.0,,,1,0,0,1500.0
Adam Peterson,1500.0,,,1,0,0,1500.0
Dennis Schmid,1500.0,,,1,0,0,1500.0
Marco Cacopardo,,,,0,0,0,1500.0
Illia Biloborodko,1500.0,1500.0,,1,1,0,1500.0
Patrick Kaukovalta,1500.0,,,1,0,0,1500.0
Matteo Martineau,1500.0,,1500.0,1,0,1,1500.0
Ye Cong Mo,1500.0,,,1,0,0,1500.0
Tao Mu,1500.0,,,1,0,0,1500.0
Jie Cui,1500.0,,,1,0,0,1500.0
Timur Ganiev,1500.0,,,1,0,0,1500.0
Andrew Park,1500.0,,,1,0,0,1500.0
Pietro Angelini,,1500.0,,0,1,0,1500.0
Andres Schneiter,,1500.0,,0,1,0,1500.0
Boris Bachert,,1500.0,,0,1,0,1500.0
Tomas Catar,,1500.0,,0,1,0,1500.0
Alexios Halebian,1500.0,,,1,0,0,1500.0
Alessandro Bega,1500.0,,,1,0,0,1500.0
Ricardo Schlachter,,1500.0,,0,1,0,1500.0
Andre Lopes,1500.0,,,1,0,0,1500.0
Duilio Vallebuona,,1500.0,,0,1,0,1500.0
Dawood Sayed Hashim,,1500.0,,0,1,0,1500.0
Mehdi Jdi,1500.0,,,1,0,0,1500.0
Juan Francisco Barragan,,1500.0,,0,1,0,1500.0
Daniel Azar,,1500.0,,0,1,0,1500.0
Lawal Shehu,1500.0,,,1,0,0,1500.0
Roberto Maytin,1500.0,,,1,0,0,1500.0
Michel Koning,,,1500.0,0,0,1,1500.0
Marc Fornell Mestres,,1500.0,,0,1,0,1500.0
Luis Javier Cuellar Contreras,,1500.0,,0,1,0,1500.0
Patricio Alvarado,,1500.0,,0,1,0,1500.0
Victor Baluda,1500.0,,,1,0,0,1500.0
Iman Nilipour,,1500.0,,0,1,0,1500.0
Renouk Wijemanne,,1500.0,,0,1,0,1500.0
Sergei Petrouchevsky,,,,0,0,0,1500.0
Radovan Chrz,,,,0,0,0,1500.0
Robert Eriksson,1500.0,,,1,0,0,1500.0
Yusuke Takahashi,1500.0,,,1,0,0,1500.0
Sekou Bangoura,1500.0,,,1,0,0,1500.0
Cristian Rodriguez,1500.0,,,1,0,0,1500.0
Donny Susetyo,1500.0,,,1,0,0,1500.0
Scott Clark,1500.0,,1500.0,1,0,1,1500.0
Herve Grenier,,,,0,0,0,1500.0
Glenn Wilson,1500.0,1500.0,,1,1,0,1500.0
Freddy Murray,,1500.0,,0,1,0,1500.0
Walid Ahouda,1500.0,,,1,0,0,1500.0
Digvijaypratap Singh,1500.0,,,1,0,0,1500.0
Fajing Sun,1500.0,1500.0,,1,1,0,1500.0
Roman Hassanov,1500.0,,,1,0,0,1500.0
Julien Cagnina,1500.0,,,1,0,0,1500.0
Stephane Matheu,,1500.0,,0,1,0,1500.0
Christian Hill,1500.0,,,1,0,0,1500.0
David Cardoza,1500.0,,,1,0,0,1500.0
Jean Max Mangones,1500.0,1500.0,,1,1,0,1500.0
Johan Landsberg,,1500.0,1500.0,0,1,1,1500.0
Nour Nehme,1500.0,,,1,0,0,1500.0
Fabrice Martin,1500.0,,1500.0,1,0,1,1500.0
Eric Quigley,1500.0,,,1,0,0,1500.0
Toni Androic,1500.0,1500.0,,1,1,0,1500.0
N Vijay Sundar Prashanth,1500.0,,,1,0,0,1500.0
Trevor Kronemann,,,1500.0,0,0,1,1500.0
Matt Lucena,,1500.0,,0,1,0,1500.0
Nicolae Frunza,1500.0,,,1,0,0,1500.0
John Bryan Decasa Otico,1516.0,1484.0,,2,2,0,1500.0
Juan Manuel Elizondo,1500.0,1500.0,,1,1,0,1500.0
Jamie Murray,1500.0,,,1,0,0,1500.0
Matt Simpson,,,,0,0,0,1500.0
Mohamed Redha Ouahab,,1500.0,,0,1,0,1500.0
Philip Riise Hansen,1500.0,,,1,0,0,1500.0
Mehdi Bouabbane,,1500.0,,0,1,0,1500.0
Nemanja Kontic,,1500.0,,0,1,0,1500.0
Diego Duran,1500.0,1500.0,,1,1,0,1500.0
Jose  Flores,,1500.0,,0,1,0,1500.0
Bowen Ouyang,1500.0,,,1,0,0,1500.0
Xin Gao,1500.0,,,1,0,0,1500.0
Philip Gubenco,1500.0,,,1,0,0,1500.0
Wael Zeidan,,1500.0,,0,1,0,1500.0
Lavaughn Munroe,1500.0,1500.0,,1,1,0,1500.0
Zeljko Tosic,,1500.0,,0,1,0,1500.0
Alvis Tabors,,,,0,0,0,1500.0
Radovan Svetlik,,1500.0,,0,1,0,1500.0
Pedro Leao,,1500.0,,0,1,0,1500.0
Sergei Samoseiko,1500.0,,,1,0,0,1500.0
Shan Jiang,1500.0,,1500.0,1,0,1,1500.0
Peter August Anker,1500.0,,,1,0,0,1500.0
Luis Diego Chavez Villalpando,,1500.0,,0,1,0,1500.0
Alejandro Mendoza,,1500.0,,0,1,0,1500.0
Muhammad Althaf Dhaifullah,1500.0,,,1,0,0,1500.0
Sarp Agabigun,1500.0,,,1,0,0,1500.0
Alex Fairbanks,,1500.0,,0,1,0,1500.0
Alois Beust,,1500.0,,0,1,0,1500.0
Torben Theine,,1500.0,,0,1,0,1500.0
Mark Farren,,,,0,0,0,1500.0
Bogdan Borza,1500.0,,,1,0,0,1500.0
Minjong Park,,,1500.0,0,0,1,1500.0
Xavier Lawrence,1500.0,,,1,0,0,1500.0
Arthur Konan,1500.0,,,1,0,0,1500.0
Helge Rosjo,,,,0,0,0,1500.0
Gregoire Burquier,1500.0,,,1,0,0,1500.0
Kento Takeuchi,1500.0,,,1,0,0,1500.0
Taras Beiko,,,,0,0,0,1500.0
Zoltan Boroczky,,1500.0,,0,1,0,1500.0
Mariusz Zielinski,,1500.0,,0,1,0,1500.0
Si Bruce Li,1500.0,,,1,0,0,1500.0
Patrick Osnua,1500.0,,,1,0,0,1500.0
Jan Boruszewski,1500.0,,1500.0,1,0,1,1500.0
Fabiano De Paula,,1500.0,,0,1,0,1500.0
Nathan Pasha,1500.0,,,1,0,0,1500.0
Clay Thompson,,,1500.0,0,0,1,1500.0
Daniel Smethurst,,,1500.0,0,0,1,1500.0
Martin Vaisse,,1500.0,,0,1,0,1500.0
Philippe Lacombe,,1500.0,,0,1,0,1500.0
Cedric Kauffmann,1500.0,1500.0,1500.0,1,1,1,1500.0
Tom Spinks,,,1500.0,0,0,1,1500.0
Markus Menzler,,,1500.0,0,0,1,1500.0
Florian Allgauer,,1500.0,,0,1,0,1500.0
Ekkarin Pisuth Arnonth,1500.0,,,1,0,0,1500.0
Hee Sung Chung,,,,0,0,0,1500.0
Sunil Kumar,1500.0,,,1,0,0,1500.0
Artem Derepasko,,,1500.0,0,0,1,1500.0
Vasuthevan Ortchuan,1500.0,,,1,0,0,1500.0
Howard Herr,,1500.0,,0,1,0,1500.0
Jong Woong Yoon,1500.0,,,1,0,0,1500.0
Toshitsugu Mori,1500.0,,,1,0,0,1500.0
Cheng Yu Yu,1500.0,,,1,0,0,1500.0
Michel Saade,1500.0,,,1,0,0,1500.0
Kenneth Raisma,1500.0,,,1,0,0,1500.0
Rafael Eduardo Gonzalez Retana,1500.0,,,1,0,0,1500.0
Mohammed Nazreen Fuzi Nasruddin,1500.0,,,1,0,0,1500.0
Wei Yu Su,1500.0,,,1,0,0,1500.0
Stewart Doyle,,,,0,0,0,1500.0
Andras Lanyi,,,,0,0,0,1500.0
Tomasz Iwanski,,,,0,0,0,1500.0
Norbert Oduor,,1500.0,,0,1,0,1500.0
Hira Lal Rahman,1516.0,1484.0,,2,2,0,1500.0
Mohammed Rahizam Abdul Rahim,1500.0,,,1,0,0,1500.0
Seung Hoon Lee,1500.0,,1500.0,1,0,1,1500.0
Jorge Tejada,1500.0,,,1,0,0,1500.0
Ruben Torres,,1500.0,,0,1,0,1500.0
Patrick Ciorcila,,1500.0,,0,1,0,1500.0
Dinko Halachev,,1500.0,,0,1,0,1500.0
Mazen Osama,1500.0,,,1,0,0,1500.0
Constantinos Ioannides,,1500.0,,0,1,0,1500.0
Ayoub Chakrouni,,1500.0,,0,1,0,1500.0
Nutthanon Kadchapanan,1500.0,,,1,0,0,1500.0
Dusan Prchlik,,1500.0,,0,1,0,1500.0
Jonathan Leach,1500.0,,,1,0,0,1500.0
Miha Gregorc,,1500.0,,0,1,0,1500.0
Levar Harper Griffith,1500.0,1500.0,,1,1,0,1500.0
Oscar Posada,1500.0,1500.0,,1,1,0,1500.0
Augusto Sanabria,,1500.0,,0,1,0,1500.0
Mark Gurr,1500.0,,,1,0,0,1500.0
Doug Burke,1500.0,,,1,0,0,1500.0
Yassir Kilani,1500.0,,,1,0,0,1500.0
Alvaro Lopez San Martin,,1500.0,,0,1,0,1500.0
Arsenije Zlatanovic,,1500.0,,0,1,0,1500.0
Sascha Kloer,,1500.0,,0,1,0,1500.0
Rihards Emulins,,,,0,0,0,1500.0
Benito Jose Suriano,1500.0,1500.0,,1,1,0,1500.0
Mustapha El Natour,,1500.0,,0,1,0,1500.0
Laszlo Markovits,,1500.0,,0,1,0,1500.0
Timo Fleischfresser,,1500.0,,0,1,0,1500.0
Alex Witt,,,1500.0,0,0,1,1500.0
Andy Fahlke,,1500.0,,0,1,0,1500.0
Sean Cooper,1500.0,1500.0,,1,1,0,1500.0
Bob Borella,1500.0,1500.0,,1,1,0,1500.0
Markos Kalovelonis,,1500.0,,0,1,0,1500.0
Brandon Coupe,1500.0,,,1,0,0,1500.0
John Sullivan,1500.0,,,1,0,0,1500.0
Ryan Blake,1500.0,,,1,0,0,1500.0
Sebastien Hette,1500.0,,,1,0,0,1500.0
Stephane Andriolo,1500.0,,,1,0,0,1500.0
Anthony Jackie Tang,1500.0,,,1,0,0,1500.0
Amir Hossein Badi,1500.0,,,1,0,0,1500.0
Skyler Butts,1500.0,,,1,0,0,1500.0
Quang Huy Ngo,1500.0,,,1,0,0,1500.0
Andres Artunedo Martinavarro,1500.0,,,1,0,0,1500.0
Amaury Gomez,,1500.0,,0,1,0,1500.0
Daniel Berta,,1500.0,1500.0,0,1,1,1500.0
Menno Oosting,1500.0,,,1,0,0,1500.0
William Kirkman,1500.0,,,1,0,0,1500.0
Andreas Fasching,,1500.0,,0,1,0,1500.0
Vasilly Kazhera,,,,0,0,0,1500.0
Gert Vilms,1500.0,,,1,0,0,1500.0
Marwan Zewar,,,,0,0,0,1500.0
Dennis Peschek,,1500.0,,0,1,0,1500.0
Oliver Freelove,1500.0,,,1,0,0,1500.0
Edris Fetisleam,1500.0,,,1,0,0,1500.0
Soufiane El Mesbahi,1500.0,,,1,0,0,1500.0
Mark Chigaazira,1500.0,,,1,0,0,1500.0
Sebastian Quiros,1500.0,1500.0,,1,1,0,1500.0
Robert Kroll,,1500.0,,0,1,0,1500.0
Johan De Beer,1500.0,,,1,0,0,1500.0
Noureddine Mahmoudi,1500.0,,,1,0,0,1500.0
N Sriram Balaji,1500.0,1500.0,1500.0,1,1,1,1500.0
Darko Bojanovic,1500.0,,,1,0,0,1500.0
Alex Rybakov,1500.0,,,1,0,0,1500.0
Liam Krall,1500.0,,,1,0,0,1500.0
Amir Milushev,1500.0,,,1,0,0,1500.0
Andreja Petrovic,1500.0,,,1,0,0,1500.0
Armin Sandbichler,,1500.0,,0,1,0,1500.0
Henry So,1500.0,,,1,0,0,1500.0
George Chantouria,,1500.0,,0,1,0,1500.0
Julien Mathieu,,,,0,0,0,1500.0
Milos Sekulic,1500.0,,,1,0,0,1500.0
Jad Ayoub,1500.0,,,1,0,0,1500.0
Patrick Boza,1500.0,,,1,0,0,1500.0
Matthew Breen,1500.0,,,1,0,0,1500.0
Todd Perry,1500.0,,,1,0,0,1500.0
Bassel Rahmy,,1500.0,,0,1,0,1500.0
Zbynek Mlynarik,1500.0,,,1,0,0,1500.0
Y Wang,1500.0,,,1,0,0,1500.0
Christophe Pognon,1500.0,,,1,0,0,1500.0
Diego Camacho,1500.0,1500.0,,1,1,0,1500.0
Mantas Bugailiskis,1500.0,,,1,0,0,1500.0
Salvador Andres Bolanos,1500.0,1500.0,,1,1,0,1500.0
Tigran Martirosyan,,1500.0,,0,1,0,1500.0
Iurie Gorban,,1500.0,,0,1,0,1500.0
Ciprian Petre Porumb,,1500.0,,0,1,0,1500.0
Phillip Williamson,1500.0,,,1,0,0,1500.0
Damir Buljevic,,1500.0,,0,1,0,1500.0
Patricio Arquez,,1500.0,,0,1,0,1500.0
Walter Barahona,1500.0,,,1,0,0,1500.0
Pedro Sakamoto,,1500.0,,0,1,0,1500.0
Jack Mingjie Lin,1500.0,,,1,0,0,1500.0
David Szintai,1500.0,,,1,0,0,1500.0
Evgeny Karlovskiy,1500.0,,,1,0,0,1500.0
Scott Griekspoor,1500.0,,,1,0,0,1500.0
Martin Schaffl,,1500.0,,0,1,0,1500.0
Rainer Falenti,,1500.0,,0,1,0,1500.0
Emil Reinberg,1500.0,,,1,0,0,1500.0
Jeevan Nedunchezhiyan,1500.0,,,1,0,0,1500.0
Jasper Smit,1500.0,,,1,0,0,1500.0
Rashid Malik,1500.0,,,3,0,0,1500.0
Mateus Alves,,1500.0,,0,1,0,1500.0
Clement Chidekh,1500.0,,,1,0,0,1500.0
Tony Bujan,1500.0,,,1,0,0,1500.0
John Roddick,1500.0,,,1,0,0,1500.0
Romain Bogaerts,1500.0,,,1,0,0,1500.0
Antonio Van Grichen,,,,0,0,0,1500.0
Kevin Jonckheer,,1500.0,,0,1,0,1500.0
Serge Dakessian,,1500.0,,0,1,0,1500.0
Juan Pablo Barboza,,1500.0,,0,1,0,1500.0
